complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
871,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST8742,2025-04-26 13:00:00,
872,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST2955,2025-06-16 20:58:00,2025-06-19 07:18:38
873,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST8144,2025-12-03 09:38:00,2025-12-05 18:29:20
874,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST1287,2025-08-23 13:52:00,
875,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST6855,2025-07-05 07:20:00,2025-07-15 12:20:28
876,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST5778,2025-05-21 10:58:00,2025-05-23 05:04:35
877,The staff at the counter was extremely rude to me today.,,Customer Support,In Progress,CUST3738,2025-07-25 15:40:00,
878,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST6939,2025-10-22 16:51:00,
879,The online payment portal charged me twice for the same bill.,,Billing,Open,CUST8944,2025-05-05 19:00:00,
880,No technician has visited despite multiple requests.,,Operations,In Progress,CUST9612,2025-02-05 09:32:00,
881,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST2251,2025-07-25 11:51:00,
882,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST8240,2025-12-16 08:22:00,
883,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST2943,2025-07-11 23:11:00,2025-07-18 09:33:47
884,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST7960,2025-08-10 17:08:00,
885,The road near the facility is damaged and causing accidents.,,Maintenance,Closed,CUST2766,2025-02-25 13:30:00,2025-03-08 11:54:22
886,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST5942,2025-08-16 14:07:00,2025-08-18 17:48:14
887,The road near the facility is damaged and causing accidents.,,Maintenance,Resolved,CUST6759,2025-09-20 08:13:00,2025-09-27 15:29:14
888,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST9202,2025-10-09 17:37:00,
889,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Open,CUST1229,2025-04-19 16:04:00,
890,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST2616,2025-12-06 15:57:00,2025-12-08 17:18:48
891,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST3963,2025-06-19 07:11:00,2025-06-19 18:24:12
892,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST6149,2025-06-17 19:14:00,2025-06-19 11:03:39
893,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST1665,2025-07-16 11:48:00,2025-07-18 21:33:12
894,Why is the late fee applied when I paid on time?,,Billing,Resolved,CUST8273,2025-02-10 12:29:00,2025-02-12 19:56:38
895,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST8793,2025-05-28 19:27:00,
896,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9563,2025-03-22 12:31:00,2025-03-24 12:26:58
897,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST3764,2025-02-13 23:25:00,2025-02-21 00:37:45
898,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST7958,2025-05-20 19:54:00,2025-05-23 04:48:29
899,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST7557,2025-09-25 08:37:00,2025-09-28 10:49:39
900,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST2770,2025-12-16 17:32:00,
901,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST2117,2025-07-21 17:08:00,
902,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST2578,2025-12-13 16:38:00,2025-12-18 02:13:22
903,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,In Progress,CUST9032,2025-09-26 16:29:00,
904,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST1517,2025-05-28 10:34:00,2025-05-31 05:31:40
905,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST1538,2025-06-11 09:54:00,2025-06-12 02:38:41
906,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST7374,2025-11-06 15:31:00,2025-11-08 16:03:27
907,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST8697,2025-07-16 14:42:00,2025-07-19 14:26:14
908,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST6779,2025-07-13 17:16:00,2025-07-16 16:32:45
909,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST6715,2025-05-01 14:37:00,
910,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST6855,2025-01-21 16:21:00,2025-01-26 15:47:22
911,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST2073,2025-08-08 09:15:00,2025-08-08 10:15:00
912,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,In Progress,CUST7921,2025-05-01 08:34:00,
913,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST7188,2025-04-23 11:30:00,2025-04-26 13:20:31
914,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST6504,2025-07-26 07:31:00,
915,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST2234,2025-03-10 04:23:00,2025-03-13 19:00:24
916,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST4700,2025-04-09 11:03:00,
917,The road near the facility is damaged and causing accidents.,,Maintenance,Resolved,CUST9700,2025-09-19 10:06:00,2025-09-27 22:25:08
918,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST5913,2025-05-03 13:41:00,2025-05-05 10:37:49
919,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST9971,2025-05-14 14:25:00,
920,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST8656,2025-08-17 09:55:00,
921,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST1981,2025-10-28 14:49:00,2025-11-02 07:54:01
922,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST8133,2025-06-08 14:09:00,2025-06-11 08:00:10
923,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST3631,2025-08-28 06:26:00,
924,Staff keep telling me to wait but nothing happens.,,Operations,Open,CUST6087,2025-04-08 23:07:00,
925,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST5468,2025-12-14 06:41:00,2025-12-19 01:36:58
926,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST1691,2025-09-09 15:42:00,2025-09-11 03:55:21
927,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST5882,2025-09-02 15:55:00,2025-09-03 13:00:46
928,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,,2025-11-22 07:42:00,2025-11-28 23:20:03
929,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST9605,2025-09-04 16:33:00,2025-09-09 16:41:46
930,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST7388,2025-04-04 14:49:00,2025-04-11 12:23:42
931,No safety measures are in place despite previous warnings.,,Security,Open,CUST5498,2025-12-07 13:09:00,
932,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST2850,2025-11-02 11:31:00,2025-11-03 16:45:05
933,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST6947,2025-07-08 08:17:00,2025-07-13 02:06:53
934,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST1895,2025-10-01 09:41:00,2025-10-05 14:10:37
935,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST2999,2025-04-13 11:19:00,2025-04-25 19:56:29
936,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST5186,2025-10-13 15:00:00,2025-10-16 05:52:49
937,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST6196,2025-05-28 16:56:00,
938,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST9055,2025-06-02 01:17:00,2025-06-06 20:41:33
939,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST2644,2025-12-11 02:45:00,2025-12-11 03:45:00
940,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Resolved,CUST9973,2025-04-03 10:22:00,2025-04-08 07:35:31
941,Security personnel are not checking IDs properly at the gate.,,Security,Resolved,CUST8264,2025-08-25 13:03:00,2025-08-29 21:09:17
942,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST2815,2025-01-07 09:40:00,
943,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST7722,2025-09-25 01:53:00,2025-09-26 06:47:47
944,I witnessed a near-accident due to lack of proper signage.,,Security,Open,CUST6367,2025-06-28 13:47:00,
945,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST4677,2025-02-12 12:11:00,2025-02-16 05:04:10
946,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST8576,2025-12-21 17:39:00,2025-12-23 17:07:32
947,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST7028,2025-01-20 08:27:00,2025-01-21 14:31:52
948,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST8433,2025-02-23 10:33:00,2025-02-25 07:13:45
949,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,In Progress,CUST5361,2025-02-23 11:13:00,
950,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST5636,2025-06-14 11:54:00,
951,No safety measures are in place despite previous warnings.,,Security,Open,CUST5289,2025-06-14 12:50:00,
952,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST1169,2025-11-12 16:37:00,2025-11-21 02:46:43
953,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST7935,2025-12-13 18:43:00,
954,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST8715,2025-02-18 20:03:00,
955,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST7076,2025-01-17 16:39:00,2025-01-19 03:36:58
956,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,In Progress,CUST6557,2025-01-06 12:16:00,
957,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST6132,2025-02-23 09:33:00,2025-02-26 20:18:02
958,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST5635,2025-07-27 17:17:00,2025-07-31 10:42:13
959,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST3703,2025-08-25 14:59:00,
960,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8208,2025-09-05 18:35:00,2025-09-09 13:30:32
961,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST8653,2025-01-06 14:02:00,2025-01-08 01:44:09
962,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST2843,2025-01-12 13:45:00,2025-01-15 18:35:59
963,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST3757,2025-03-03 08:13:00,2025-03-09 19:32:07
964,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,In Progress,CUST1067,2025-07-22 15:37:00,
965,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Closed,CUST6384,2025-03-03 06:15:00,2025-03-08 07:50:50
966,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST3519,2025-06-19 07:59:00,2025-06-21 00:58:08
967,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST1095,2025-10-22 07:30:00,2025-10-24 11:02:45
968,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST3118,2025-08-15 01:20:00,2025-08-17 08:40:16
969,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST9964,2025-10-10 10:20:00,2025-10-11 15:40:42
970,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,In Progress,CUST7535,2025-02-09 16:11:00,
971,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST3525,2025-03-25 14:25:00,
972,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3151,2025-10-24 09:51:00,2025-10-27 08:36:55
973,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST8805,2025-10-17 10:12:00,2025-10-23 20:42:35
974,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST8112,2025-06-25 03:27:00,2025-07-02 03:15:37
975,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST3540,2025-01-11 14:29:00,2025-01-17 09:56:23
976,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST3434,2025-05-14 11:05:00,2025-05-15 07:59:08
